"Column 0: 8.3252, Column 1: 41.0, Column 2: 6.984126984126984, Column 3: 1.0238095238095237, Column 4: 322.0, Column 5: 2.5555555555555554, Column 6: 37.88, Column 7: -122.23, Column 8: 4.526 "
"Column 0: 6.0666, Column 1: 30.0, Column 2: 6.446064139941691, Column 3: 1.0087463556851313, Column 4: 844.0, Column 5: 2.4606413994169096, Column 6: 37.84, Column 7: -122.2, Column 8: 3.115 "
"Column 0: 7.0548, Column 1: 34.0, Column 2: 6.125, Column 3: 0.9879032258064516, Column 4: 1140.0, Column 5: 2.2983870967741935, Column 6: 37.84, Column 7: -122.21, Column 8: 3.259 "
"Column 0: 11.6017, Column 1: 18.0, Column 2: 8.335051546391753, Column 3: 1.0824742268041236, Column 4: 533.0, Column 5: 2.747422680412371, Column 6: 37.84, Column 7: -122.19, Column 8: 3.926 "
"Column 0: 7.4882, Column 1: 35.0, Column 2: 6.467268623024831, Column 3: 1.0383747178329572, Column 4: 1072.0, Column 5: 2.419864559819413, Column 6: 37.84, Column 7: -122.2, Column 8: 3.193 "
"Column 0: 6.8976, Column 1: 34.0, Column 2: 6.6122715404699735, Column 3: 1.0287206266318538, Column 4: 1627.0, Column 5: 2.1240208877284594, Column 6: 37.83, Column 7: -122.21, Column 8: 3.333 "
"Column 0: 8.2049, Column 1: 28.0, Column 2: 6.978947368421053, Column 3: 0.968421052631579, Column 4: 463.0, Column 5: 2.4368421052631577, Column 6: 37.83, Column 7: -122.19, Column 8: 3.352 "
"Column 0: 8.401, Column 1: 26.0, Column 2: 7.530805687203792, Column 3: 1.0568720379146919, Column 4: 542.0, Column 5: 2.5687203791469195, Column 6: 37.83, Column 7: -122.2, Column 8: 3.512 "
"Column 0: 6.8538, Column 1: 29.0, Column 2: 6.657992565055762, Column 3: 1.0074349442379182, Column 4: 661.0, Column 5: 2.45724907063197, Column 6: 37.83, Column 7: -122.19, Column 8: 3.689 "
"Column 0: 8.317, Column 1: 32.0, Column 2: 6.977186311787072, Column 3: 1.0038022813688212, Column 4: 635.0, Column 5: 2.414448669201521, Column 6: 37.82, Column 7: -122.19, Column 8: 3.659 "
"Column 0: 7.0175, Column 1: 37.0, Column 2: 6.982954545454546, Column 3: 1.0284090909090908, Column 4: 420.0, Column 5: 2.3863636363636362, Column 6: 37.82, Column 7: -122.2, Column 8: 3.667 "
"Column 0: 6.3302, Column 1: 39.0, Column 2: 7.54, Column 3: 1.068, Column 4: 1265.0, Column 5: 2.53, Column 6: 37.82, Column 7: -122.2, Column 8: 3.628 "
"Column 0: 6.3624, Column 1: 30.0, Column 2: 5.615384615384615, Column 3: 0.7307692307692307, Column 4: 126.0, Column 5: 2.423076923076923, Column 6: 37.81, Column 7: -122.18, Column 8: 4.833 "
"Column 0: 7.0549, Column 1: 52.0, Column 2: 6.785714285714286, Column 3: 0.9514285714285714, Column 4: 813.0, Column 5: 2.322857142857143, Column 6: 37.82, Column 7: -122.21, Column 8: 3.314 "
"Column 0: 6.7851, Column 1: 45.0, Column 2: 6.957746478873239, Column 3: 1.0234741784037558, Column 4: 1067.0, Column 5: 2.504694835680751, Column 6: 37.81, Column 7: -122.2, Column 8: 3.235 "
"Column 0: 2.8929, Column 1: 50.0, Column 2: 5.132246376811594, Column 3: 1.0960144927536233, Column 4: 1260.0, Column 5: 2.282608695652174, Column 6: 37.8, Column 7: -122.21, Column 8: 2.167 "
"Column 0: 3.0812, Column 1: 38.0, Column 2: 4.628336755646817, Column 3: 1.0985626283367556, Column 4: 951.0, Column 5: 1.9527720739219712, Column 6: 37.8, Column 7: -122.21, Column 8: 2.331 "
"Column 0: 5.2402, Column 1: 52.0, Column 2: 6.200892857142857, Column 3: 0.9464285714285714, Column 4: 510.0, Column 5: 2.2767857142857144, Column 6: 37.81, Column 7: -122.21, Column 8: 2.964 "
"Column 0: 6.5217, Column 1: 52.0, Column 2: 6.39935064935065, Column 3: 1.0876623376623376, Column 4: 765.0, Column 5: 2.4837662337662336, Column 6: 37.81, Column 7: -122.22, Column 8: 2.737 "
"Column 0: 3.2632, Column 1: 52.0, Column 2: 4.745652173913044, Column 3: 1.0108695652173914, Column 4: 1129.0, Column 5: 2.4543478260869565, Column 6: 37.8, Column 7: -122.22, Column 8: 2.277 "
"Column 0: 3.0298, Column 1: 52.0, Column 2: 5.183673469387755, Column 3: 1.0521541950113378, Column 4: 1073.0, Column 5: 2.433106575963719, Column 6: 37.8, Column 7: -122.22, Column 8: 1.996 "
"Column 0: 4.5428, Column 1: 52.0, Column 2: 5.283495145631068, Column 3: 1.050485436893204, Column 4: 1185.0, Column 5: 2.3009708737864076, Column 6: 37.8, Column 7: -122.22, Column 8: 2.398 "
"Column 0: 4.072, Column 1: 52.0, Column 2: 5.952941176470588, Column 3: 0.9970588235294118, Column 4: 756.0, Column 5: 2.223529411764706, Column 6: 37.81, Column 7: -122.22, Column 8: 2.701 "
"Column 0: 5.3509, Column 1: 52.0, Column 2: 5.65067178502879, Column 3: 1.0287907869481765, Column 4: 1034.0, Column 5: 1.9846449136276392, Column 6: 37.81, Column 7: -122.22, Column 8: 3.021 "
"Column 0: 3.1603, Column 1: 52.0, Column 2: 4.429193899782135, Column 3: 1.0588235294117647, Column 4: 787.0, Column 5: 1.7145969498910676, Column 6: 37.8, Column 7: -122.23, Column 8: 2.695 "
"Column 0: 4.7708, Column 1: 52.0, Column 2: 6.727699530516432, Column 3: 1.0751173708920188, Column 4: 612.0, Column 5: 2.8732394366197185, Column 6: 37.81, Column 7: -122.23, Column 8: 3.147 "
"Column 0: 8.1564, Column 1: 52.0, Column 2: 7.7026315789473685, Column 3: 1.0578947368421052, Column 4: 1021.0, Column 5: 2.6868421052631577, Column 6: 37.81, Column 7: -122.22, Column 8: 3.901 "
"Column 0: 8.8793, Column 1: 52.0, Column 2: 8.972868217054264, Column 3: 1.1317829457364341, Column 4: 861.0, Column 5: 3.3372093023255816, Column 6: 37.81, Column 7: -122.23, Column 8: 4.103 "
"Column 0: 6.8591, Column 1: 52.0, Column 2: 7.599388379204893, Column 3: 0.9571865443425076, Column 4: 953.0, Column 5: 2.914373088685015, Column 6: 37.81, Column 7: -122.24, Column 8: 3.524 "
"Column 0: 6.0302, Column 1: 52.0, Column 2: 5.8203125, Column 3: 0.9296875, Column 4: 634.0, Column 5: 2.4765625, Column 6: 37.81, Column 7: -122.24, Column 8: 2.873 "
"Column 0: 7.508, Column 1: 52.0, Column 2: 7.994318181818182, Column 3: 1.0369318181818181, Column 4: 878.0, Column 5: 2.4943181818181817, Column 6: 37.81, Column 7: -122.23, Column 8: 3.487 "
"Column 0: 2.7477, Column 1: 52.0, Column 2: 4.333333333333333, Column 3: 1.1387163561076605, Column 4: 918.0, Column 5: 1.9006211180124224, Column 6: 37.81, Column 7: -122.24, Column 8: 2.438 "
"Column 0: 2.1944, Column 1: 52.0, Column 2: 5.074285714285714, Column 3: 0.96, Column 4: 360.0, Column 5: 2.057142857142857, Column 6: 37.8, Column 7: -122.24, Column 8: 2.115 "
"Column 0: 3.0149, Column 1: 52.0, Column 2: 4.276639344262295, Column 3: 1.0450819672131149, Column 4: 1197.0, Column 5: 2.4528688524590163, Column 6: 37.8, Column 7: -122.25, Column 8: 2.184 "
"Column 0: 3.675, Column 1: 52.0, Column 2: 4.851351351351352, Column 3: 0.9691119691119691, Column 4: 1048.0, Column 5: 2.023166023166023, Column 6: 37.81, Column 7: -122.24, Column 8: 2.699 "
"Column 0: 3.225, Column 1: 46.0, Column 2: 4.326639892904953, Column 3: 1.1178045515394912, Column 4: 1373.0, Column 5: 1.8380187416331994, Column 6: 37.81, Column 7: -122.25, Column 8: 2.188 "
"Column 0: 2.9345, Column 1: 42.0, Column 2: 4.059113300492611, Column 3: 1.0492610837438423, Column 4: 1715.0, Column 5: 1.6896551724137931, Column 6: 37.8, Column 7: -122.25, Column 8: 2.25 "
"Column 0: 2.1429, Column 1: 43.0, Column 2: 3.2742382271468142, Column 3: 1.0969529085872576, Column 4: 1359.0, Column 5: 1.8822714681440442, Column 6: 37.8, Column 7: -122.25, Column 8: 2.5 "
"Column 0: 1.6121, Column 1: 41.0, Column 2: 3.5617433414043584, Column 3: 1.1355932203389831, Column 4: 1062.0, Column 5: 2.5714285714285716, Column 6: 37.8, Column 7: -122.25, Column 8: 1.714 "
"Column 0: 1.3929, Column 1: 29.0, Column 2: 3.1927554980595083, Column 3: 1.1177231565329884, Column 4: 1335.0, Column 5: 1.7270375161707632, Column 6: 37.8, Column 7: -122.25, Column 8: 1.938 "
"Column 0: 2.3173, Column 1: 27.0, Column 2: 3.804195804195804, Column 3: 1.1468531468531469, Column 4: 1171.0, Column 5: 2.7296037296037294, Column 6: 37.79, Column 7: -122.24, Column 8: 1.25 "
"Column 0: 1.7772, Column 1: 45.0, Column 2: 3.882608695652174, Column 3: 1.1434782608695653, Column 4: 1475.0, Column 5: 3.2065217391304346, Column 6: 37.79, Column 7: -122.25, Column 8: 0.975 "
"Column 0: 2.6458, Column 1: 50.0, Column 2: 3.2091836734693877, Column 3: 0.9591836734693877, Column 4: 742.0, Column 5: 3.7857142857142856, Column 6: 37.79, Column 7: -122.25, Column 8: 1.25 "
"Column 0: 2.181, Column 1: 52.0, Column 2: 3.6887052341597797, Column 3: 1.0771349862258952, Column 4: 1086.0, Column 5: 2.9917355371900825, Column 6: 37.79, Column 7: -122.25, Column 8: 1.388 "
"Column 0: 2.2303, Column 1: 36.0, Column 2: 3.0902394106813995, Column 3: 1.1160220994475138, Column 4: 1645.0, Column 5: 3.029465930018416, Column 6: 37.8, Column 7: -122.25, Column 8: 1.167 "
"Column 0: 1.6504, Column 1: 43.0, Column 2: 3.639751552795031, Column 3: 1.0046583850931676, Column 4: 1710.0, Column 5: 2.6552795031055902, Column 6: 37.8, Column 7: -122.25, Column 8: 1.518 "
"Column 0: 2.2697, Column 1: 52.0, Column 2: 4.368421052631579, Column 3: 1.0, Column 4: 731.0, Column 5: 3.206140350877193, Column 6: 37.8, Column 7: -122.24, Column 8: 1.27 "
"Column 0: 2.1563, Column 1: 52.0, Column 2: 4.585014409221902, Column 3: 1.07492795389049, Column 4: 1118.0, Column 5: 3.2219020172910664, Column 6: 37.8, Column 7: -122.24, Column 8: 1.286 "
"Column 0: 2.1348, Column 1: 52.0, Column 2: 4.7343283582089555, Column 3: 1.1880597014925374, Column 4: 1006.0, Column 5: 3.002985074626866, Column 6: 37.8, Column 7: -122.24, Column 8: 1.406 "
"Column 0: 2.6292, Column 1: 47.0, Column 2: 3.693140794223827, Column 3: 1.0613718411552346, Column 4: 1213.0, Column 5: 2.1895306859205776, Column 6: 37.8, Column 7: -122.24, Column 8: 1.827 "
"Column 0: 2.3833, Column 1: 52.0, Column 2: 4.638132295719845, Column 3: 1.1245136186770428, Column 4: 772.0, Column 5: 3.0038910505836576, Column 6: 37.8, Column 7: -122.23, Column 8: 1.469 "
"Column 0: 2.957, Column 1: 52.0, Column 2: 4.496259351620948, Column 3: 1.0473815461346634, Column 4: 1321.0, Column 5: 3.29426433915212, Column 6: 37.8, Column 7: -122.24, Column 8: 1.228 "
"Column 0: 2.5238, Column 1: 49.0, Column 2: 4.192023633677991, Column 3: 1.106351550960118, Column 4: 1487.0, Column 5: 2.1964549483013296, Column 6: 37.8, Column 7: -122.24, Column 8: 1.693 "
"Column 0: 1.9375, Column 1: 52.0, Column 2: 4.209677419354839, Column 3: 0.989247311827957, Column 4: 488.0, Column 5: 2.6236559139784945, Column 6: 37.8, Column 7: -122.23, Column 8: 1.266 "
"Column 0: 1.9028, Column 1: 51.0, Column 2: 4.0561224489795915, Column 3: 1.0561224489795917, Column 4: 949.0, Column 5: 2.420918367346939, Column 6: 37.8, Column 7: -122.23, Column 8: 1.279 "
"Column 0: 2.25, Column 1: 50.0, Column 2: 4.20722891566265, Column 3: 1.1566265060240963, Column 4: 1149.0, Column 5: 2.7686746987951807, Column 6: 37.8, Column 7: -122.23, Column 8: 1.235 "
"Column 0: 2.3929, Column 1: 52.0, Column 2: 4.4714285714285715, Column 3: 1.0678571428571428, Column 4: 844.0, Column 5: 3.0142857142857142, Column 6: 37.8, Column 7: -122.23, Column 8: 1.119 "
"Column 0: 2.1917, Column 1: 43.0, Column 2: 4.844029244516653, Column 3: 1.091795288383428, Column 4: 4367.0, Column 5: 3.5475223395613322, Column 6: 37.79, Column 7: -122.23, Column 8: 1.128 "
"Column 0: 2.9357, Column 1: 52.0, Column 2: 4.327669902912621, Column 3: 0.9587378640776699, Column 4: 1659.0, Column 5: 4.026699029126213, Column 6: 37.79, Column 7: -122.23, Column 8: 1.079 "
"Column 0: 1.8854, Column 1: 30.0, Column 2: 3.7984790874524714, Column 3: 1.0038022813688212, Column 4: 1011.0, Column 5: 3.844106463878327, Column 6: 37.79, Column 7: -122.23, Column 8: 1.375 "
"Column 0: 2.1638, Column 1: 39.0, Column 2: 3.776349614395887, Column 3: 1.1079691516709511, Column 4: 1464.0, Column 5: 3.763496143958869, Column 6: 37.79, Column 7: -122.24, Column 8: 1.055 "
"Column 0: 2.125, Column 1: 47.0, Column 2: 4.528052805280528, Column 3: 1.3036303630363035, Column 4: 1237.0, Column 5: 4.082508250825082, Column 6: 37.79, Column 7: -122.24, Column 8: 0.955 "
"Column 0: 3.375, Column 1: 52.0, Column 2: 4.011904761904762, Column 3: 1.0714285714285714, Column 4: 647.0, Column 5: 3.8511904761904763, Column 6: 37.79, Column 7: -122.24, Column 8: 1.161 "
"Column 0: 2.2542, Column 1: 43.0, Column 2: 4.554621848739496, Column 3: 1.0532212885154062, Column 4: 1284.0, Column 5: 3.596638655462185, Column 6: 37.79, Column 7: -122.24, Column 8: 1.122 "
"Column 0: 2.1, Column 1: 51.0, Column 2: 3.1818181818181817, Column 3: 0.7818181818181819, Column 4: 228.0, Column 5: 4.1454545454545455, Column 6: 37.79, Column 7: -122.25, Column 8: 0.75 "
"Column 0: 1.6, Column 1: 39.0, Column 2: 3.747967479674797, Column 3: 1.048780487804878, Column 4: 381.0, Column 5: 3.097560975609756, Column 6: 37.79, Column 7: -122.25, Column 8: 1.125 "
"Column 0: 3.625, Column 1: 52.0, Column 2: 3.973568281938326, Column 3: 1.0440528634361232, Column 4: 846.0, Column 5: 3.7268722466960353, Column 6: 37.79, Column 7: -122.25, Column 8: 1.25 "
"Column 0: 1.6929, Column 1: 20.0, Column 2: 3.510355029585799, Column 3: 1.1523668639053255, Column 4: 1659.0, Column 5: 2.4541420118343193, Column 6: 37.8, Column 7: -122.26, Column 8: 1.15 "
"Column 0: 1.6471, Column 1: 52.0, Column 2: 2.8333333333333335, Column 3: 0.927536231884058, Column 4: 520.0, Column 5: 3.7681159420289854, Column 6: 37.77, Column 7: -122.22, Column 8: 0.95 "
"Column 0: 2.59, Column 1: 52.0, Column 2: 4.38996138996139, Column 3: 1.162162162162162, Column 4: 866.0, Column 5: 3.3436293436293436, Column 6: 37.77, Column 7: -122.22, Column 8: 0.964 "
"Column 0: 2.57, Column 1: 52.0, Column 2: 4.202185792349726, Column 3: 1.1256830601092895, Column 4: 612.0, Column 5: 3.3442622950819674, Column 6: 37.77, Column 7: -122.23, Column 8: 0.72 "
"Column 0: 2.6429, Column 1: 52.0, Column 2: 3.746031746031746, Column 3: 1.1587301587301588, Column 4: 415.0, Column 5: 3.2936507936507935, Column 6: 37.78, Column 7: -122.23, Column 8: 0.713 "
"Column 0: 3.0257, Column 1: 52.0, Column 2: 4.046948356807512, Column 3: 1.0093896713615023, Column 4: 994.0, Column 5: 4.666666666666667, Column 6: 37.78, Column 7: -122.23, Column 8: 0.808 "
"Column 0: 1.4886, Column 1: 50.0, Column 2: 4.0251572327044025, Column 3: 1.1111111111111112, Column 4: 1525.0, Column 5: 3.19706498951782, Column 6: 37.78, Column 7: -122.22, Column 8: 1.288 "
"Column 0: 1.9338, Column 1: 43.0, Column 2: 3.2420091324200913, Column 3: 1.0776255707762556, Column 4: 1506.0, Column 5: 3.4383561643835616, Column 6: 37.78, Column 7: -122.23, Column 8: 1.125 "
"Column 0: 1.4844, Column 1: 52.0, Column 2: 3.8666666666666667, Column 3: 1.011764705882353, Column 4: 1008.0, Column 5: 3.9529411764705884, Column 6: 37.78, Column 7: -122.23, Column 8: 1.194 "
"Column 0: 1.6009, Column 1: 44.0, Column 2: 3.1158455392809588, Column 3: 1.0985352862849533, Column 4: 2813.0, Column 5: 3.745672436750999, Column 6: 37.78, Column 7: -122.23, Column 8: 1.181 "
"Column 0: 2.0375, Column 1: 48.0, Column 2: 4.944606413994169, Column 3: 1.154518950437318, Column 4: 1481.0, Column 5: 4.317784256559767, Column 6: 37.79, Column 7: -122.23, Column 8: 1.225 "
"Column 0: 2.293, Column 1: 49.0, Column 2: 5.365296803652968, Column 3: 0.9908675799086758, Column 4: 859.0, Column 5: 3.922374429223744, Column 6: 37.79, Column 7: -122.23, Column 8: 1.063 "
"Column 0: 2.1494, Column 1: 37.0, Column 2: 4.479923518164436, Column 3: 1.0975143403441683, Column 4: 1608.0, Column 5: 3.074569789674952, Column 6: 37.79, Column 7: -122.22, Column 8: 1.325 "
"Column 0: 1.6198, Column 1: 30.0, Column 2: 4.357142857142857, Column 3: 1.0357142857142858, Column 4: 425.0, Column 5: 3.0357142857142856, Column 6: 37.79, Column 7: -122.23, Column 8: 1.227 "
"Column 0: 1.3281, Column 1: 40.0, Column 2: 5.054347826086956, Column 3: 1.0815217391304348, Column 4: 564.0, Column 5: 3.0652173913043477, Column 6: 37.79, Column 7: -122.23, Column 8: 1.133 "
"Column 0: 3.5156, Column 1: 44.0, Column 2: 5.466911764705882, Column 3: 1.1544117647058822, Column 4: 961.0, Column 5: 3.5330882352941178, Column 6: 37.79, Column 7: -122.22, Column 8: 1.095 "
"Column 0: 3.9048, Column 1: 52.0, Column 2: 4.998540145985402, Column 3: 1.0072992700729928, Column 4: 2273.0, Column 5: 3.318248175182482, Column 6: 37.79, Column 7: -122.22, Column 8: 1.647 "
"Column 0: 3.0893, Column 1: 52.0, Column 2: 3.9076923076923076, Column 3: 0.9743589743589743, Column 4: 600.0, Column 5: 3.076923076923077, Column 6: 37.79, Column 7: -122.21, Column 8: 1.25 "
"Column 0: 2.6042, Column 1: 46.0, Column 2: 4.489563567362429, Column 3: 1.0910815939278937, Column 4: 1647.0, Column 5: 3.1252371916508537, Column 6: 37.79, Column 7: -122.22, Column 8: 1.247 "
"Column 0: 2.5, Column 1: 49.0, Column 2: 4.306603773584905, Column 3: 1.0613207547169812, Column 4: 1201.0, Column 5: 2.832547169811321, Column 6: 37.79, Column 7: -122.22, Column 8: 1.367 "
"Column 0: 2.7969, Column 1: 38.0, Column 2: 4.626707132018209, Column 3: 1.078907435508346, Column 4: 2167.0, Column 5: 3.2883156297420335, Column 6: 37.79, Column 7: -122.22, Column 8: 1.417 "
"Column 0: 2.8321, Column 1: 29.0, Column 2: 4.823529411764706, Column 3: 1.1058823529411765, Column 4: 939.0, Column 5: 2.761764705882353, Column 6: 37.79, Column 7: -122.2, Column 8: 1.5 "
"Column 0: 2.9583, Column 1: 47.0, Column 2: 5.284246575342466, Column 3: 1.0513698630136987, Column 4: 859.0, Column 5: 2.941780821917808, Column 6: 37.79, Column 7: -122.21, Column 8: 1.388 "
"Column 0: 2.8365, Column 1: 34.0, Column 2: 4.5813953488372094, Column 3: 1.0794573643410852, Column 4: 1517.0, Column 5: 2.939922480620155, Column 6: 37.79, Column 7: -122.21, Column 8: 1.392 "
"Column 0: 2.875, Column 1: 35.0, Column 2: 4.520725388601036, Column 3: 1.0595854922279793, Column 4: 1143.0, Column 5: 2.961139896373057, Column 6: 37.79, Column 7: -122.21, Column 8: 1.438 "
"Column 0: 3.0682, Column 1: 39.0, Column 2: 4.316810344827586, Column 3: 1.0775862068965518, Column 4: 1109.0, Column 5: 2.3900862068965516, Column 6: 37.8, Column 7: -122.21, Column 8: 1.565 "
"Column 0: 3.0757, Column 1: 39.0, Column 2: 4.524663677130045, Column 3: 1.0022421524663676, Column 4: 1221.0, Column 5: 2.7376681614349776, Column 6: 37.8, Column 7: -122.21, Column 8: 1.51 "
"Column 0: 4.9559, Column 1: 43.0, Column 2: 6.6923076923076925, Column 3: 1.0967032967032968, Column 4: 1115.0, Column 5: 2.4505494505494507, Column 6: 37.8, Column 7: -122.2, Column 8: 2.73 "
"Column 0: 4.7721, Column 1: 52.0, Column 2: 5.772388059701493, Column 3: 1.0932835820895523, Column 4: 706.0, Column 5: 2.6343283582089554, Column 6: 37.8, Column 7: -122.2, Column 8: 2.171 "
"Column 0: 3.4861, Column 1: 52.0, Column 2: 4.984419263456091, Column 3: 1.0070821529745042, Column 4: 1883.0, Column 5: 2.6671388101983005, Column 6: 37.8, Column 7: -122.21, Column 8: 1.871 "
"Column 0: 5.1184, Column 1: 41.0, Column 2: 6.088235294117647, Column 3: 1.0411764705882354, Column 4: 804.0, Column 5: 2.364705882352941, Column 6: 37.8, Column 7: -122.2, Column 8: 2.396 "
"Column 0: 4.0977, Column 1: 48.0, Column 2: 5.242063492063492, Column 3: 1.0436507936507937, Column 4: 506.0, Column 5: 2.007936507936508, Column 6: 37.8, Column 7: -122.21, Column 8: 2.297 "
"Column 0: 4.744, Column 1: 48.0, Column 2: 7.117647058823529, Column 3: 1.088235294117647, Column 4: 610.0, Column 5: 2.563025210084034, Column 6: 37.8, Column 7: -122.19, Column 8: 2.573 "
"Column 0: 4.2727, Column 1: 46.0, Column 2: 5.837349397590361, Column 3: 1.0271084337349397, Column 4: 768.0, Column 5: 2.3132530120481927, Column 6: 37.8, Column 7: -122.19, Column 8: 2.469 "
"Column 0: 2.9844, Column 1: 50.0, Column 2: 5.260869565217392, Column 3: 1.059782608695652, Column 4: 462.0, Column 5: 2.510869565217391, Column 6: 37.79, Column 7: -122.19, Column 8: 1.799 "
"Column 0: 4.1739, Column 1: 40.0, Column 2: 4.51063829787234, Column 3: 1.0893617021276596, Column 4: 667.0, Column 5: 2.8382978723404255, Column 6: 37.79, Column 7: -122.2, Column 8: 1.696 "
"Column 0: 3.8487, Column 1: 46.0, Column 2: 5.1152882205513786, Column 3: 1.0150375939849625, Column 4: 1059.0, Column 5: 2.654135338345865, Column 6: 37.8, Column 7: -122.2, Column 8: 2.033 "
"Column 0: 4.0114, Column 1: 52.0, Column 2: 6.5451263537906135, Column 3: 0.9783393501805054, Column 4: 637.0, Column 5: 2.299638989169675, Column 6: 37.8, Column 7: -122.19, Column 8: 2.634 "
"Column 0: 4.6563, Column 1: 45.0, Column 2: 5.986784140969163, Column 3: 0.9933920704845814, Column 4: 1106.0, Column 5: 2.436123348017621, Column 6: 37.79, Column 7: -122.19, Column 8: 2.318 "
